NOVA_AT_TRAIL,NOVA_AT_STOP,NOVA_AT_PB,NOVA_AT_TRIG,NOVA_AT_V3A,NOVA_AT_V3B,NOVA_AT_V3C,net,trades,win_pct
3.0,0.5,1440,6,1,1,0,0.0,0,0.0
3.0,0.5,1440,6,1,1,1,0.0,0,0.0
3.0,0.5,1440,12,0,0,0,187.3528982784927,41,34.146341463414636
3.0,0.5,1440,12,0,0,1,166.97692395114342,39,33.333333333333336
3.0,0.5,1440,12,0,1,0,187.3528982784927,41,34.146341463414636
3.0,0.5,1440,12,0,1,1,166.97692395114342,39,33.333333333333336
3.0,0.5,1440,12,1,0,0,0.0,0,0.0
3.0,0.5,1440,12,1,0,1,0.0,0,0.0
3.0,0.5,1440,12,1,1,0,0.0,0,0.0
3.0,0.5,1440,12,1,1,1,0.0,0,0.0
3.0,0.5,1440,24,0,0,0,212.4853908554128,40,35.0
3.0,0.5,1440,24,0,0,1,202.70239224821648,37,35.13513513513514
3.0,0.5,1440,24,0,1,0,212.4853908554128,40,35.0
3.0,0.5,1440,24,0,1,1,202.70239224821648,37,35.13513513513514
3.0,0.5,1440,24,1,0,0,0.0,0,0.0
3.0,0.5,1440,24,1,0,1,0.0,0,0.0
3.0,0.5,1440,24,1,1,0,0.0,0,0.0
3.0,0.5,1440,24,1,1,1,0.0,0,0.0
3.0,0.8,288,6,0,0,0,-114.57030762007516,68,19.11764705882353
3.0,0.8,288,6,0,0,1,-66.71169723714947,64,21.875
3.0,0.8,288,6,0,1,0,-114.57030762007516,68,19.11764705882353
3.0,0.8,288,6,0,1,1,-66.71169723714947,64,21.875
3.0,0.8,288,6,1,0,0,0.0,0,0.0
3.0,0.8,288,6,1,0,1,0.0,0,0.0
3.0,0.8,288,6,1,1,0,0.0,0,0.0
3.0,0.8,288,6,1,1,1,0.0,0,0.0
3.0,0.8,288,12,0,0,0,-105.06146847109024,66,19.696969696969695
3.0,0.8,288,12,0,0,1,-53.419189772441214,62,20.967741935483872
3.0,0.8,288,12,0,1,0,-105.06146847109024,66,19.696969696969695
3.0,0.8,288,12,0,1,1,-53.419189772441214,62,20.967741935483872
3.0,0.8,288,12,1,0,0,0.0,0,0.0
3.0,0.8,288,12,1,0,1,0.0,0,0.0
3.0,0.8,288,12,1,1,0,0.0,0,0.0
3.0,0.8,288,12,1,1,1,0.0,0,0.0
3.0,0.8,288,24,0,0,0,-49.726783871859,64,20.3125
3.0,0.8,288,24,0,0,1,-12.6621172983582,61,21.311475409836067
3.0,0.8,288,24,0,1,0,-49.726783871859,64,20.3125
3.0,0.8,288,24,0,1,1,-12.6621172983582,61,21.311475409836067
3.0,0.8,288,24,1,0,0,0.0,0,0.0
3.0,0.8,288,24,1,0,1,0.0,0,0.0
3.0,0.8,288,24,1,1,0,0.0,0,0.0
3.0,0.8,288,24,1,1,1,0.0,0,0.0
3.0,0.8,576,6,0,0,0,-21.524725324861755,50,26.0
3.0,0.8,576,6,0,0,1,5.265618398940921,48,27.083333333333332
3.0,0.8,576,6,0,1,0,-21.524725324861755,50,26.0
3.0,0.8,576,6,0,1,1,5.265618398940921,48,27.083333333333332
3.0,0.8,576,6,1,0,0,0.0,0,0.0
3.0,0.8,576,6,1,0,1,0.0,0,0.0
3.0,0.8,576,6,1,1,0,0.0,0,0.0
3.0,0.8,576,6,1,1,1,0.0,0,0.0
3.0,0.8,576,12,0,0,0,-30.120646694835152,50,26.0
3.0,0.8,576,12,0,0,1,13.261319979163195,47,27.659574468085108
3.0,0.8,576,12,0,1,0,-30.120646694835152,50,26.0
3.0,0.8,576,12,0,1,1,13.261319979163195,47,27.659574468085108
3.0,0.8,576,12,1,0,0,0.0,0,0.0
3.0,0.8,576,12,1,0,1,0.0,0,0.0
3.0,0.8,576,12,1,1,0,0.0,0,0.0
3.0,0.8,576,12,1,1,1,0.0,0,0.0
3.0,0.8,576,24,0,0,0,-4.39229977942978,50,26.0
3.0,0.8,576,24,0,0,1,8.087895098534574,48,27.083333333333332
3.0,0.8,576,24,0,1,0,-4.39229977942978,50,26.0
3.0,0.8,576,24,0,1,1,8.087895098534574,48,27.083333333333332
3.0,0.8,576,24,1,0,0,0.0,0,0.0
3.0,0.8,576,24,1,0,1,0.0,0,0.0
3.0,0.8,576,24,1,1,0,0.0,0,0.0
3.0,0.8,576,24,1,1,1,0.0,0,0.0
3.0,0.8,864,6,0,0,0,150.09298088295856,46,32.608695652173914
3.0,0.8,864,6,0,0,1,133.2866573343188,45,28.88888888888889
3.0,0.8,864,6,0,1,0,150.09298088295856,46,32.608695652173914
3.0,0.8,864,6,0,1,1,133.2866573343188,45,28.88888888888889
3.0,0.8,864,6,1,0,0,0.0,0,0.0
3.0,0.8,864,6,1,0,1,0.0,0,0.0
3.0,0.8,864,6,1,1,0,0.0,0,0.0
3.0,0.8,864,6,1,1,1,0.0,0,0.0
3.0,0.8,864,12,0,0,0,151.72820534281,46,32.608695652173914
3.0,0.8,864,12,0,0,1,133.88097518640825,45,28.88888888888889
3.0,0.8,864,12,0,1,0,151.72820534281,46,32.608695652173914
3.0,0.8,864,12,0,1,1,133.88097518640825,45,28.88888888888889
3.0,0.8,864,12,1,0,0,0.0,0,0.0
3.0,0.8,864,12,1,0,1,0.0,0,0.0
3.0,0.8,864,12,1,1,0,0.0,0,0.0
3.0,0.8,864,12,1,1,1,0.0,0,0.0
3.0,0.8,864,24,0,0,0,130.57573293576297,47,31.91489361702128
3.0,0.8,864,24,0,0,1,126.69575632919025,44,29.545454545454547
3.0,0.8,864,24,0,1,0,130.57573293576297,47,31.91489361702128
3.0,0.8,864,24,0,1,1,126.69575632919025,44,29.545454545454547
3.0,0.8,864,24,1,0,0,0.0,0,0.0
3.0,0.8,864,24,1,0,1,0.0,0,0.0
3.0,0.8,864,24,1,1,0,0.0,0,0.0
3.0,0.8,864,24,1,1,1,0.0,0,0.0
3.0,0.8,1440,6,0,0,0,197.80610764953772,40,32.5
3.0,0.8,1440,6,0,0,1,162.08955643573472,39,30.76923076923077
3.0,0.8,1440,6,0,1,0,197.80610764953772,40,32.5
3.0,0.8,1440,6,0,1,1,162.08955643573472,39,30.76923076923077
3.0,0.8,1440,6,1,0,0,0.0,0,0.0
3.0,0.8,1440,6,1,0,1,0.0,0,0.0
3.0,0.8,1440,6,1,1,0,0.0,0,0.0
3.0,0.8,1440,6,1,1,1,0.0,0,0.0
3.0,0.8,1440,12,0,0,0,198.82130885350247,40,35.0
3.0,0.8,1440,12,0,0,1,164.46582708266152,39,33.333333333333336
3.0,0.8,1440,12,0,1,0,198.82130885350247,40,35.0
3.0,0.8,1440,12,0,1,1,164.46582708266152,39,33.333333333333336
3.0,0.8,1440,12,1,0,0,0.0,0,0.0
3.0,0.8,1440,12,1,0,1,0.0,0,0.0
3.0,0.8,1440,12,1,1,0,0.0,0,0.0
3.0,0.8,1440,12,1,1,1,0.0,0,0.0
3.0,0.8,1440,24,0,0,0,210.06079277839285,40,35.0
3.0,0.8,1440,24,0,0,1,196.44770748835995,37,35.13513513513514
3.0,0.8,1440,24,0,1,0,210.06079277839285,40,35.0
3.0,0.8,1440,24,0,1,1,196.44770748835995,37,35.13513513513514
3.0,0.8,1440,24,1,0,0,0.0,0,0.0
3.0,0.8,1440,24,1,0,1,0.0,0,0.0
3.0,0.8,1440,24,1,1,0,0.0,0,0.0
3.0,0.8,1440,24,1,1,1,0.0,0,0.0
3.0,1.2,288,6,0,0,0,-110.47253088191268,67,19.402985074626866
3.0,1.2,288,6,0,0,1,-59.97336170469663,63,22.22222222222222
3.0,1.2,288,6,0,1,0,-110.47253088191268,67,19.402985074626866
3.0,1.2,288,6,0,1,1,-59.97336170469663,63,22.22222222222222
3.0,1.2,288,6,1,0,0,0.0,0,0.0
3.0,1.2,288,6,1,0,1,0.0,0,0.0
3.0,1.2,288,6,1,1,0,0.0,0,0.0
3.0,1.2,288,6,1,1,1,0.0,0,0.0
3.0,1.2,288,12,0,0,0,-101.89313924688284,65,20.0
3.0,1.2,288,12,0,0,1,-47.857277137882896,61,21.311475409836067
3.0,1.2,288,12,0,1,0,-101.89313924688284,65,20.0
3.0,1.2,288,12,0,1,1,-47.857277137882896,61,21.311475409836067
3.0,1.2,288,12,1,0,0,0.0,0,0.0
3.0,1.2,288,12,1,0,1,0.0,0,0.0
3.0,1.2,288,12,1,1,0,0.0,0,0.0
3.0,1.2,288,12,1,1,1,0.0,0,0.0
3.0,1.2,288,24,0,0,0,-59.47192833417939,64,20.3125
3.0,1.2,288,24,0,0,1,-20.59402387918401,61,21.311475409836067
3.0,1.2,288,24,0,1,0,-59.47192833417939,64,20.3125
3.0,1.2,288,24,0,1,1,-20.59402387918401,61,21.311475409836067
3.0,1.2,288,24,1,0,0,0.0,0,0.0
3.0,1.2,288,24,1,0,1,0.0,0,0.0
3.0,1.2,288,24,1,1,0,0.0,0,0.0
3.0,1.2,288,24,1,1,1,0.0,0,0.0
3.0,1.2,576,6,0,0,0,-25.197487032454937,50,26.0
3.0,1.2,576,6,0,0,1,1.5953987131742124,48,27.083333333333332
3.0,1.2,576,6,0,1,0,-25.197487032454937,50,26.0
3.0,1.2,576,6,0,1,1,1.5953987131742124,48,27.083333333333332
3.0,1.2,576,6,1,0,0,0.0,0,0.0
3.0,1.2,576,6,1,0,1,0.0,0,0.0
3.0,1.2,576,6,1,1,0,0.0,0,0.0
3.0,1.2,576,6,1,1,1,0.0,0,0.0
3.0,1.2,576,12,0,0,0,-32.86692320730306,50,26.0
3.0,1.2,576,12,0,0,1,9.591100293396488,47,27.659574468085108
3.0,1.2,576,12,0,1,0,-32.86692320730306,50,26.0
3.0,1.2,576,12,0,1,1,9.591100293396488,47,27.659574468085108
3.0,1.2,576,12,1,0,0,0.0,0,0.0
3.0,1.2,576,12,1,0,1,0.0,0,0.0
3.0,1.2,576,12,1,1,0,0.0,0,0.0
3.0,1.2,576,12,1,1,1,0.0,0,0.0
3.0,1.2,576,24,0,0,0,-8.063501299861455,50,26.0
3.0,1.2,576,24,0,0,1,4.417492588175454,48,27.083333333333332
3.0,1.2,576,24,0,1,0,-8.063501299861455,50,26.0
3.0,1.2,576,24,0,1,1,4.417492588175454,48,27.083333333333332
3.0,1.2,576,24,1,0,0,0.0,0,0.0
3.0,1.2,576,24,1,0,1,0.0,0,0.0
3.0,1.2,576,24,1,1,0,0.0,0,0.0
3.0,1.2,576,24,1,1,1,0.0,0,0.0
3.0,1.2,864,6,0,0,0,144.45789808133384,46,32.608695652173914
3.0,1.2,864,6,0,0,1,127.17773275799075,45,28.88888888888889
3.0,1.2,864,6,0,1,0,144.45789808133384,46,32.608695652173914
3.0,1.2,864,6,0,1,1,127.17773275799075,45,28.88888888888889
3.0,1.2,864,6,1,0,0,0.0,0,0.0
3.0,1.2,864,6,1,0,1,0.0,0,0.0
3.0,1.2,864,6,1,1,0,0.0,0,0.0
3.0,1.2,864,6,1,1,1,0.0,0,0.0
3.0,1.2,864,12,0,0,0,145.7983541738707,46,32.608695652173914
3.0,1.2,864,12,0,0,1,127.30418096321024,45,28.88888888888889
3.0,1.2,864,12,0,1,0,145.7983541738707,46,32.608695652173914
3.0,1.2,864,12,0,1,1,127.30418096321024,45,28.88888888888889
3.0,1.2,864,12,1,0,0,0.0,0,0.0
3.0,1.2,864,12,1,0,1,0.0,0,0.0
3.0,1.2,864,12,1,1,0,0.0,0,0.0
3.0,1.2,864,12,1,1,1,0.0,0,0.0
3.0,1.2,864,24,0,0,0,127.38028587504688,47,31.91489361702128
3.0,1.2,864,24,0,0,1,122.72241997487832,44,29.545454545454547
3.0,1.2,864,24,0,1,0,127.38028587504688,47,31.91489361702128
3.0,1.2,864,24,0,1,1,122.72241997487832,44,29.545454545454547
3.0,1.2,864,24,1,0,0,0.0,0,0.0
3.0,1.2,864,24,1,0,1,0.0,0,0.0
3.0,1.2,864,24,1,1,0,0.0,0,0.0
3.0,1.2,864,24,1,1,1,0.0,0,0.0
3.0,1.2,1440,6,0,0,0,197.1706760141834,40,32.5
3.0,1.2,1440,6,0,0,1,161.81705770758046,39,30.76923076923077
3.0,1.2,1440,6,0,1,0,197.1706760141834,40,32.5
3.0,1.2,1440,6,0,1,1,161.81705770758046,39,30.76923076923077
3.0,1.2,1440,6,1,0,0,0.0,0,0.0
3.0,1.2,1440,6,1,0,1,0.0,0,0.0
3.0,1.2,1440,6,1,1,0,0.0,0,0.0
3.0,1.2,1440,6,1,1,1,0.0,0,0.0
3.0,1.2,1440,12,0,0,0,198.1858772181481,40,35.0
3.0,1.2,1440,12,0,0,1,164.19332835450726,39,33.333333333333336
3.0,1.2,1440,12,0,1,0,198.1858772181481,40,35.0
3.0,1.2,1440,12,0,1,1,164.19332835450726,39,33.333333333333336
3.0,1.2,1440,12,1,0,0,0.0,0,0.0
3.0,1.2,1440,12,1,0,1,0.0,0,0.0
3.0,1.2,1440,12,1,1,0,0.0,0,0.0
3.0,1.2,1440,12,1,1,1,0.0,0,0.0
3.0,1.2,1440,24,0,0,0,209.78688572824555,40,35.0
3.0,1.2,1440,24,0,0,1,196.17442820463924,37,35.13513513513514
3.0,1.2,1440,24,0,1,0,209.78688572824555,40,35.0
3.0,1.2,1440,24,0,1,1,196.17442820463924,37,35.13513513513514
3.0,1.2,1440,24,1,0,0,0.0,0,0.0
3.0,1.2,1440,24,1,0,1,0.0,0,0.0
3.0,1.2,1440,24,1,1,0,0.0,0,0.0
3.0,1.2,1440,24,1,1,1,0.0,0,0.0
3.0,1.6,288,6,0,0,0,-118.83927508387278,66,19.696969696969695
3.0,1.6,288,6,0,0,1,-81.1842371918389,63,22.22222222222222
3.0,1.6,288,6,0,1,0,-118.83927508387278,66,19.696969696969695
3.0,1.6,288,6,0,1,1,-81.1842371918389,63,22.22222222222222
3.0,1.6,288,6,1,0,0,0.0,0,0.0
3.0,1.6,288,6,1,0,1,0.0,0,0.0
3.0,1.6,288,6,1,1,0,0.0,0,0.0
3.0,1.6,288,6,1,1,1,0.0,0,0.0
3.0,1.6,288,12,0,0,0,-101.75482931581509,64,20.3125
3.0,1.6,288,12,0,0,1,-55.9139174466765,61,21.311475409836067
3.0,1.6,288,12,0,1,0,-101.75482931581509,64,20.3125
3.0,1.6,288,12,0,1,1,-55.9139174466765,61,21.311475409836067
3.0,1.6,288,12,1,0,0,0.0,0,0.0
3.0,1.6,288,12,1,0,1,0.0,0,0.0
3.0,1.6,288,12,1,1,0,0.0,0,0.0
3.0,1.6,288,12,1,1,1,0.0,0,0.0
3.0,1.6,288,24,0,0,0,-46.84028911887334,62,20.967741935483872
3.0,1.6,288,24,0,0,1,-6.867023324776283,59,22.033898305084747
3.0,1.6,288,24,0,1,0,-46.84028911887334,62,20.967741935483872
3.0,1.6,288,24,0,1,1,-6.867023324776283,59,22.033898305084747
3.0,1.6,288,24,1,0,0,0.0,0,0.0
3.0,1.6,288,24,1,0,1,0.0,0,0.0
3.0,1.6,288,24,1,1,0,0.0,0,0.0
3.0,1.6,288,24,1,1,1,0.0,0,0.0
3.0,1.6,576,6,0,0,0,-23.609207125937857,50,26.0
3.0,1.6,576,6,0,0,1,3.3838918636004287,48,27.083333333333332
3.0,1.6,576,6,0,1,0,-23.609207125937857,50,26.0
3.0,1.6,576,6,0,1,1,3.3838918636004287,48,27.083333333333332
3.0,1.6,576,6,1,0,0,0.0,0,0.0
3.0,1.6,576,6,1,0,1,0.0,0,0.0
3.0,1.6,576,6,1,1,0,0.0,0,0.0
3.0,1.6,576,6,1,1,1,0.0,0,0.0
3.0,1.6,576,12,0,0,0,-31.27864330078598,50,26.0
3.0,1.6,576,12,0,0,1,11.379593443822705,47,27.659574468085108
3.0,1.6,576,12,0,1,0,-31.27864330078598,50,26.0
3.0,1.6,576,12,0,1,1,11.379593443822705,47,27.659574468085108
3.0,1.6,576,12,1,0,0,0.0,0,0.0
3.0,1.6,576,12,1,0,1,0.0,0,0.0
3.0,1.6,576,12,1,1,0,0.0,0,0.0
3.0,1.6,576,12,1,1,1,0.0,0,0.0
3.0,1.6,576,24,0,0,0,-6.276660429622589,50,26.0
3.0,1.6,576,24,0,0,1,6.205985738601671,48,27.083333333333332
3.0,1.6,576,24,0,1,0,-6.276660429622589,50,26.0
3.0,1.6,576,24,0,1,1,6.205985738601671,48,27.083333333333332
3.0,1.6,576,24,1,0,0,0.0,0,0.0
3.0,1.6,576,24,1,0,1,0.0,0,0.0
3.0,1.6,576,24,1,1,0,0.0,0,0.0
3.0,1.6,576,24,1,1,1,0.0,0,0.0
3.0,1.6,864,6,0,0,0,143.2490611575173,46,32.608695652173914
3.0,1.6,864,6,0,0,1,126.47192467735648,45,28.88888888888889
3.0,1.6,864,6,0,1,0,143.2490611575173,46,32.608695652173914
3.0,1.6,864,6,0,1,1,126.47192467735648,45,28.88888888888889
3.0,1.6,864,6,1,0,0,0.0,0,0.0
3.0,1.6,864,6,1,0,1,0.0,0,0.0
3.0,1.6,864,6,1,1,0,0.0,0,0.0
3.0,1.6,864,6,1,1,1,0.0,0,0.0
3.0,1.6,864,12,0,0,0,144.21316752064587,46,32.608695652173914
3.0,1.6,864,12,0,0,1,126.02302491570993,45,28.88888888888889
3.0,1.6,864,12,0,1,0,144.21316752064587,46,32.608695652173914
3.0,1.6,864,12,0,1,1,126.02302491570993,45,28.88888888888889
3.0,1.6,864,12,1,0,0,0.0,0,0.0
3.0,1.6,864,12,1,0,1,0.0,0,0.0
3.0,1.6,864,12,1,1,0,0.0,0,0.0
3.0,1.6,864,12,1,1,1,0.0,0,0.0
3.0,1.6,864,24,0,0,0,123.18698949104486,47,31.91489361702128
3.0,1.6,864,24,0,0,1,122.43674451943136,44,29.545454545454547
3.0,1.6,864,24,0,1,0,123.18698949104486,47,31.91489361702128
3.0,1.6,864,24,0,1,1,122.43674451943136,44,29.545454545454547
3.0,1.6,864,24,1,0,0,0.0,0,0.0
3.0,1.6,864,24,1,0,1,0.0,0,0.0
3.0,1.6,864,24,1,1,0,0.0,0,0.0
3.0,1.6,864,24,1,1,1,0.0,0,0.0
3.0,1.6,1440,6,0,0,0,195.00100913858657,40,32.5
3.0,1.6,1440,6,0,0,1,161.03076154460962,39,30.76923076923077
3.0,1.6,1440,6,0,1,0,195.00100913858657,40,32.5
3.0,1.6,1440,6,0,1,1,161.03076154460962,39,30.76923076923077
3.0,1.6,1440,6,1,0,0,0.0,0,0.0
3.0,1.6,1440,6,1,0,1,0.0,0,0.0
3.0,1.6,1440,6,1,1,0,0.0,0,0.0
3.0,1.6,1440,6,1,1,1,0.0,0,0.0
3.0,1.6,1440,12,0,0,0,196.0162772099156,40,35.0
3.0,1.6,1440,12,0,0,1,163.40703219153642,39,33.333333333333336
3.0,1.6,1440,12,0,1,0,196.0162772099156,40,35.0
3.0,1.6,1440,12,0,1,1,163.40703219153642,39,33.333333333333336
3.0,1.6,1440,12,1,0,0,0.0,0,0.0
3.0,1.6,1440,12,1,0,1,0.0,0,0.0
3.0,1.6,1440,12,1,1,0,0.0,0,0.0
3.0,1.6,1440,12,1,1,1,0.0,0,0.0
3.0,1.6,1440,24,0,0,0,208.70866401228733,40,35.0
3.0,1.6,1440,24,0,0,1,195.6903518509472,37,35.13513513513514
3.0,1.6,1440,24,0,1,0,208.70866401228733,40,35.0
3.0,1.6,1440,24,0,1,1,195.6903518509472,37,35.13513513513514
3.0,1.6,1440,24,1,0,0,0.0,0,0.0
3.0,1.6,1440,24,1,0,1,0.0,0,0.0
3.0,1.6,1440,24,1,1,0,0.0,0,0.0
3.0,1.6,1440,24,1,1,1,0.0,0,0.0
4.0,0.5,288,6,0,0,0,-279.7572997954117,66,15.151515151515152
4.0,0.5,288,6,0,0,1,-245.78684534737496,62,16.129032258064516
4.0,0.5,288,6,0,1,0,-279.7572997954117,66,15.151515151515152
4.0,0.5,288,6,0,1,1,-245.78684534737496,62,16.129032258064516
4.0,0.5,288,6,1,0,0,0.0,0,0.0
4.0,0.5,288,6,1,0,1,0.0,0,0.0
4.0,0.5,288,6,1,1,0,0.0,0,0.0
4.0,0.5,288,6,1,1,1,0.0,0,0.0
4.0,0.5,288,12,0,0,0,-255.39180680509128,64,15.625
4.0,0.5,288,12,0,0,1,-211.0866564603586,60,16.666666666666668
4.0,0.5,288,12,0,1,0,-255.39180680509128,64,15.625
4.0,0.5,288,12,0,1,1,-211.0866564603586,60,16.666666666666668
4.0,0.5,288,12,1,0,0,0.0,0,0.0
4.0,0.5,288,12,1,0,1,0.0,0,0.0
4.0,0.5,288,12,1,1,0,0.0,0,0.0
4.0,0.5,288,12,1,1,1,0.0,0,0.0
4.0,0.5,288,24,0,0,0,-205.79568936502443,62,16.129032258064516
4.0,0.5,288,24,0,0,1,-176.2013859521377,59,16.949152542372882
4.0,0.5,288,24,0,1,0,-205.79568936502443,62,16.129032258064516
4.0,0.5,288,24,0,1,1,-176.2013859521377,59,16.949152542372882
4.0,0.5,288,24,1,0,0,0.0,0,0.0
4.0,0.5,288,24,1,0,1,0.0,0,0.0
4.0,0.5,288,24,1,1,0,0.0,0,0.0
4.0,0.5,288,24,1,1,1,0.0,0,0.0
4.0,0.5,576,6,0,0,0,-178.3888377919144,45,20.0
4.0,0.5,576,6,0,0,1,-179.5237226477604,44,20.454545454545453
4.0,0.5,576,6,0,1,0,-178.3888377919144,45,20.0
4.0,0.5,576,6,0,1,1,-179.5237226477604,44,20.454545454545453
4.0,0.5,576,6,1,0,0,0.0,0,0.0
4.0,0.5,576,6,1,0,1,0.0,0,0.0
4.0,0.5,576,6,1,1,0,0.0,0,0.0
4.0,0.5,576,6,1,1,1,0.0,0,0.0
4.0,0.5,576,12,0,0,0,-185.96400178358127,45,20.0
4.0,0.5,576,12,0,0,1,-171.52359767041767,43,20.930232558139537
4.0,0.5,576,12,0,1,0,-185.96400178358127,45,20.0
4.0,0.5,576,12,0,1,1,-171.52359767041767,43,20.930232558139537
4.0,0.5,576,12,1,0,0,0.0,0,0.0
4.0,0.5,576,12,1,0,1,0.0,0,0.0
4.0,0.5,576,12,1,1,0,0.0,0,0.0
4.0,0.5,576,12,1,1,1,0.0,0,0.0
4.0,0.5,576,24,0,0,0,-201.16512322306087,46,19.565217391304348
4.0,0.5,576,24,0,0,1,-187.1640901166861,44,20.454545454545453
4.0,0.5,576,24,0,1,0,-201.16512322306087,46,19.565217391304348
4.0,0.5,576,24,0,1,1,-187.1640901166861,44,20.454545454545453
4.0,0.5,576,24,1,0,0,0.0,0,0.0
4.0,0.5,576,24,1,0,1,0.0,0,0.0
4.0,0.5,576,24,1,1,0,0.0,0,0.0
4.0,0.5,576,24,1,1,1,0.0,0,0.0
4.0,0.5,864,6,0,0,0,-53.4384020027052,42,21.428571428571427
